日期,000300.SH,H11001,H11025,AUCI.SHF
2011/1/17,2974.35,131.83,1127.5854,1480.8539
2011/1/18,2977.648,131.24,1127.6639,1488.8462
2011/1/19,3044.851,131.28,1127.7542,1496.5856
2011/1/20,2944.713,131.32,1127.8403,1483.636
2011/1/21,2983.456,131.43,1127.9324,1467.9549
2011/1/24,2954.232,131.38,1128.2096,1475.0367
2011/1/25,2938.654,131.26,1128.3191,1455.5617
2011/1/26,2978.431,131.34,1128.4272,1461.6318
2011/1/27,3026.466,131.32,1128.5312,1469.0171
2011/1/28,3036.735,131.67,1128.6415,1440.2853
2011/1/31,3076.508,131.65,1128.9508,1458.5968
2011/2/1,3077.283,131.78,1129.0616,1464.9704
2011/2/9,3040.949,130.89,1129.9368,1481.9161
2011/2/10,3104.163,130.83,1130.0441,1480.6009
2011/2/11,3120.956,130.81,1130.1441,1483.7372
2011/2/14,3219.143,131.04,1130.4486,1482.1185
2011/2/15,3217.671,131,1130.5521,1485.1029
2011/2/16,3248.527,131.18,1130.6642,1496.6867
2011/2/17,3245.907,131.16,1130.7683,1497.5972
2011/2/18,3211.876,131,1130.873,1504.4767
2011/2/21,3257.908,131,1131.1498,1513.8348
2011/2/22,3163.578,130.77,1131.2567,1514.9982
2011/2/23,3174.742,130.95,1131.3728,1516.0099
2011/2/24,3190.935,131.08,1131.5011,1523.5976
2011/2/25,3197.617,131.28,1131.6809,1515.5547
2011/2/28,3239.559,131.37,1132.0065,1524.0022
2011/3/1,3254.893,131.42,1132.1058,1527.6443
2011/3/2,3243.298,131.35,1132.2011,1535.6366
2011/3/3,3221.718,131.4,1132.2992,1525.6715
2011/3/4,3270.666,131.48,1132.3881,1517.4769
2011/3/7,3334.51,131.4,1132.654,1539.4304
2011/3/8,3337.457,131.56,1132.7329,1527.2396
2011/3/9,3338.858,131.62,1132.8178,1526.5314
2011/3/10,3280.259,131.71,1132.9072,1533.5626
2011/3/11,3247.376,131.53,1133.0094,1513.076
2011/3/14,3262.92,131.77,1133.2462,1523.9011
2011/3/15,3203.961,131.87,1133.3311,1514.3912
2011/3/16,3248.195,131.93,1133.4113,1501.4417
2011/3/17,3197.1,131.97,1133.4939,1496.2821
2011/3/18,3215.685,131.94,1133.5782,1512.7219
2011/3/21,3207.11,131.76,1133.825,1533.2086
2011/3/22,3222.961,132.12,1133.9167,1529.1112
2011/3/23,3264.926,131.82,1134.0114,1529.7688
2011/3/24,3251.361,132.09,1134.0985,1534.2202
2011/3/25,3294.484,132.09,1134.1864,1534.1191
2011/3/28,3290.571,132.09,1134.4485,1517.0216
2011/3/29,3257.979,132.17,1134.6057,1516.6169
2011/3/30,3256.08,132.31,1134.7668,1519.2979
2011/3/31,3223.288,132.31,1134.9177,1523.9011
2011/4/1,3272.729,132.25,1135.0047,1527.0879
2011/4/6,3311.067,132.05,1135.4485,1548.5356
2011/4/7,3324.419,132.15,1135.5367,1544.4888
2011/4/8,3353.358,132.15,1135.6343,1556.9832
2011/4/11,3333.427,132.27,1135.8875,1558.2579
2011/4/12,3326.771,132.4,1135.9751,1551.1862
2011/4/13,3372.031,132.52,1136.0574,1559.0773
2011/4/14,3353.56,132.57,1136.1452,1561.728
2011/4/15,3358.944,132.54,1136.2394,1570.6409
2011/4/18,3359.438,132.45,1136.4891,1579.3414
2011/4/19,3295.812,132.48,1136.6004,1574.4347
2011/4/20,3295.758,132.47,1136.6952,1591.0769
2011/4/21,3317.367,132.5,1136.7892,1594.112
2011/4/22,3299.942,132.46,1136.8858,1596.6412
2011/4/25,3249.574,132.47,1137.1435,1601.9526
2011/4/26,3230.96,132.48,1137.2373,1582.2753
2011/4/27,3209.503,132.57,1137.3512,1585.108
2011/4/28,3161.776,132.65,1137.458,1609.0849
2011/4/29,3192.723,132.84,1137.5774,1605.544
2011/5/3,3211.132,133.01,1137.9497,1604.2794
2011/5/4,3129.028,132.68,1138.0407,1589.4077
2011/5/5,3126.117,133.49,1138.1347,1583.8434
2011/5/6,3121.396,133.77,1138.2322,1564.9755
2011/5/9,3129.759,133.9,1138.497,1572.6643
2011/5/10,3153.221,133.86,1138.6049,1578.6838
2011/5/11,3145.085,133.88,1138.7072,1591.5828
2011/5/12,3101.603,133.92,1138.7994,1568.6175
2011/5/13,3128.093,133.96,1138.8984,1589.5594
2011/5/16,3100.463,133.95,1139.1628,1572.6643
2011/5/17,3116.028,133.98,1139.2714,1576.1546
2011/5/18,3139.379,133.99,1139.3671,1572.4619
2011/5/19,3120.639,133.9,1139.4708,1580.1002
2011/5/20,3121.596,133.99,1139.5692,1584.501
2011/5/23,3022.98,134.02,1139.8456,1589.0536
2011/5/24,3026.223,134.02,1139.9596,1603.9759
2011/5/25,2990.343,134.06,1140.0562,1604.6841
2011/5/26,2978.381,134.07,1140.1538,1608.0732
2011/5/27,2963.308,134.04,1140.2595,1606.2522
2011/5/30,2954.506,134.07,1140.5582,1616.1161
2011/5/31,3001.556,134.08,1140.6899,1618.7465
2011/6/1,3004.173,134.08,1140.8187,1606.2016
2011/6/2,2955.705,134.04,1140.9152,1619.9605
2011/6/3,2986.349,134.08,1141.0502,1615.408
2011/6/7,3004.262,134.11,1141.4446,1625.2719
2011/6/8,3008.652,134.02,1141.5604,1618.9489
2011/6/9,2951.889,133.91,1141.658,1613.6375
2011/6/10,2961.932,133.83,1141.7571,1621.5287
2011/6/13,2950.348,133.84,1142.0502,1611.1083
2011/6/14,2993.559,133.69,1142.1471,1604.0771
2011/6/15,2963.119,133.39,1142.2464,1604.4818
2011/6/16,2917.578,133.26,1142.3445,1609.3379
2011/6/17,2892.157,133.3,1142.4528,1606.8592
2011/6/20,2874.896,133.48,1142.7676,1620.0617
2011/6/21,2909.073,133.54,1142.8971,1625.3225
2011/6/22,2908.582,133.42,1143.0012,1624.766
2011/6/23,2957.629,133.31,1143.0965,1624.1085
2011/6/24,3027.47,133.56,1143.1982,1602.6101
2011/6/27,3036.491,133.54,1143.5435,1575.8005
2011/6/28,3041.734,133.5,1143.6629,1579.0379
2011/6/29,3000.169,133.54,1143.7705,1586.1703
2011/6/30,3044.089,133.5,1143.8972,1589.2559
2011/7/1,3049.745,133.6,1144.0169,1577.2169
2011/7/4,3121.98,133.62,1144.3721,1577.9756
2011/7/5,3122.5,133.61,1144.4888,1574.3841
2011/7/6,3113.712,133.61,1144.6037,1601.295
2011/7/7,3101.68,133.56,1144.7263,1616.4196
2011/7/8,3109.183,133.58,1144.8413,1614.5986
2011/7/11,3113.206,133.59,1145.1876,1628.1046
2011/7/12,3056.905,133.58,1145.3071,1629.1669
2011/7/13,3106.247,133.56,1145.4333,1652.385
2011/7/14,3115.745,133.49,1145.5619,1667.6109
2011/7/15,3128.889,133.41,1145.6895,1659.7198
2011/7/18,3122.6,133.28,1146.0359,1681.8251
2011/7/19,3095.125,132.94,1146.1503,1690.0703
2011/7/20,3091.567,132.61,1146.2666,1672.2647
2011/7/21,3059.139,132.33,1146.3814,1686.7318
2011/7/22,3067.985,132.49,1146.4971,1670.2919
2011/7/25,2968.289,132.45,1146.8343,1700.1366
2011/7/26,2977.766,132.36,1146.9484,1696.6463
2011/7/27,3000.052,132.39,1147.0644,1702.767
2011/7/28,2981.002,132.36,1147.1757,1695.584
2011/7/29,2972.079,132.36,1147.2837,1692.0431
2011/8/1,2977.721,132.38,1147.6338,1687.0353
2011/8/2,2956.383,132.43,1147.7487,1697.5062
2011/8/3,2954.87,131.91,1147.86,1746.6741
2011/8/4,2960.309,132,1147.9702,1748.2928
2011/8/5,2897.417,132.28,1148.0806,1740.5028
2011/8/8,2793.897,132.55,1148.4252,1793.0598
2011/8/9,2798.19,132.72,1148.5267,1833.4767
2011/8/10,2824.12,132.82,1148.6313,1830.0369
2011/8/11,2866.924,133.09,1148.7398,1858.617
2011/8/12,2875.365,133,1148.844,1836.1576
2011/8/15,2917.883,133.07,1149.1526,1822.3987
2011/8/16,2897.581,133.04,1149.2528,1853.7104
2011/8/17,2886.013,133.04,1149.3493,1868.1269
2011/8/18,2834.254,133.05,1149.4547,1873.5394
2011/8/19,2807.664,133.12,1149.5586,1941.4234
2011/8/22,2777.787,133.23,1149.8815,1984.8247
2011/8/23,2821.003,133.17,1149.9863,1981.3344
2011/8/24,2810.016,133.15,1150.0916,1926.754
2011/8/25,2903.837,133.05,1150.1953,1838.788
2011/8/26,2901.216,132.94,1150.3192,1860.4886
2011/8/29,2852.809,132.36,1150.6503,1905.9639
2011/8/30,2841.74,132.19,1150.7556,1883.2516
2011/8/31,2846.776,132.22,1150.8557,1923.1625
2011/9/1,2834.535,132.39,1150.9582,1903.7382
2011/9/2,2803.854,132.45,1151.0558,1928.4739
2011/9/5,2743.817,132.53,1151.3831,1975.8207
2011/9/6,2723.303,132.67,1151.4787,1999.3424
2011/9/7,2779.09,132.56,1151.5772,1915.6255
2011/9/8,2756.105,132.45,1151.6775,1932.3183
2011/9/9,2751.095,132.5,1151.7723,1964.2369
2011/9/13,2720.283,132.6,1152.2102,1915.069
2011/9/14,2733.108,132.57,1152.3046,1913.7539
2011/9/15,2729.051,132.57,1152.3951,1899.6409
2011/9/16,2733.987,132.48,1152.4873,1850.9282
2011/9/19,2679.27,132.53,1152.8019,1911.8317
2011/9/20,2689.845,132.51,1152.8935,1865.5471
2011/9/21,2771.011,132.51,1152.9945,1897.921
2011/9/22,2685.688,133.23,1153.0927,1856.4925
2011/9/23,2669.478,133.04,1153.1994,1827.3054
2011/9/26,2610.919,133.37,1153.5209,1729.6778
2011/9/27,2637.879,133.28,1153.6284,1727.1486
2011/9/28,2610.59,133.26,1153.7477,1726.1875
2011/9/29,2588.185,133.37,1153.8633,1695.0276
2011/9/30,2581.351,133.54,1153.9893,1711.7204
2011/10/10,2557.082,134.24,1155.2348,1729.3136
2011/10/11,2551.994,134.33,1155.352,1751.1154
2011/10/12,2644.758,134.26,1155.465,1755.8096
2011/10/13,2662.601,134.19,1155.5781,1753.8773
2011/10/14,2653.782,134.43,1155.6913,1752.1878
2011/10/17,2666.951,134.49,1156.0384,1758.6626
2011/10/18,2592.209,134.68,1156.1616,1740.0981
2011/10/19,2583.081,134.85,1156.2864,1723.4053
2011/10/20,2520.532,135.24,1156.4043,1689.7162
2011/10/21,2507.877,135.61,1156.5353,1699.8331
2011/10/24,2576.669,135.43,1156.8902,1729.2225
2011/10/25,2625.425,135.32,1157.0311,1725.9345
2011/10/26,2651.652,135.41,1157.1752,1791.3906
2011/10/27,2657.478,135.32,1157.3265,1797.9665
2011/10/28,2709.017,135.39,1157.4549,1810.562
2011/10/31,2695.307,135.68,1157.8265,1783.7018
2011/11/1,2697.534,135.83,1158.0066,1783.9041
2011/11/2,2742.39,135.98,1158.1441,1799.7875
2011/11/3,2744.301,136.11,1158.2784,1800.6981
2011/11/4,2763.746,136.26,1158.4273,1831.3015
2011/11/7,2736.248,136.31,1158.8072,1844.3017
2011/11/8,2727.71,136.56,1158.9434,1862.4108
2011/11/9,2751.654,136.97,1159.093,1856.5431
2011/11/10,2699.588,137.44,1159.2278,1821.7917
2011/11/11,2695.002,137.48,1159.375,1835.7024
2011/11/14,2750.195,137.59,1159.7674,1858.2629
2011/11/15,2744.68,137.39,1159.9201,1838.8892
2011/11/16,2670.116,137.41,1160.0681,1835.2977
2011/11/17,2662.017,137.37,1160.2057,1835.6012
2011/11/18,2606.495,137.35,1160.3399,1788.4567
2011/11/21,2609.687,137.3,1160.7111,1789.2154
2011/11/22,2609.475,137.28,1160.8526,1753.1995
2011/11/23,2584.011,137.42,1160.9868,1775.5071
2011/11/24,2588.915,137.6,1161.1269,1764.3786
2011/11/25,2569.973,137.56,1161.2713,1752.7442
2011/11/28,2573.321,137.53,1161.6689,1776.8223
2011/11/29,2608.569,137.46,1161.8575,1783.7523
2011/11/30,2521.52,137.52,1162.0072,1786.6356
2011/12/1,2583.613,138.22,1162.1551,1815.9745
2011/12/2,2557.311,138.67,1162.3182,1816.278
2011/12/5,2521.385,138.96,1162.7209,1815.7722
2011/12/6,2516.341,138.81,1162.859,1784.3594
2011/12/7,2528.228,138.83,1162.9908,1801.9627
2011/12/8,2525.001,138.82,1163.1228,1810.3091
2011/12/9,2503.461,138.94,1163.2516,1777.2776
2011/12/12,2477.692,138.94,1163.6235,1755.0711
2011/12/13,2421.928,138.9,1163.7664,1718.1446
2011/12/14,2397.48,138.93,1163.8925,1707.3701
2011/12/15,2340.788,138.93,1164.0175,1630.4821
2011/12/16,2390.129,138.98,1164.143,1662.7042
2011/12/19,2384.408,139.06,1164.5271,1661.1361
2011/12/20,2377.073,139.07,1164.6587,1667.7627
2011/12/21,2339.108,139.11,1164.7891,1691.9419
2011/12/22,2341.335,139.04,1164.9193,1676.9184
2011/12/23,2359.159,139.05,1165.0619,1673.9339
2011/12/26,2335.702,139.12,1165.4422,1655.8754
2011/12/27,2305.035,139.19,1165.5865,1650.2099
2011/12/28,2307.928,139.25,1165.7478,1639.8402
2011/12/29,2311.361,139.27,1165.8922,1598.4622
2011/12/30,2345.742,139.5,1166.0481,1615.9138
2012/1/4,2298.753,139.55,1166.7726,1655.6224
2012/1/5,2276.385,139.5,1166.9696,1679.1441
2012/1/6,2290.601,139.73,1167.1185,1686.5294
2012/1/9,2368.57,139.902,1167.5058,1670.7977
2012/1/10,2447.349,140.0192,1167.633,1680.4087
2012/1/11,2435.608,140.0751,1167.7647,1700.6424
2012/1/12,2435.219,140.1845,1167.9129,1704.588
2012/1/13,2394.334,140.1159,1168.0788,1702.9187
2012/1/16,2345.649,140.1183,1168.4901,1695.3311
2012/1/17,2460.601,140.1337,1168.641,1718.701
2012/1/18,2422.189,140.1673,1168.7951,1713.0356
2012/1/19,2468.35,140.2175,1168.9434,1723.3042
2012/1/20,2504.086,140.2956,1169.0924,1717.6893
2012/1/30,2460.72,140.509,1170.5754,1786.6862
2012/1/31,2464.26,140.5385,1170.7219,1795.842
2012/2/1,2428.994,140.3836,1170.8822,1791.0365
2012/2/2,2486.238,140.3061,1171.0317,1805.0483
2012/2/3,2506.09,140.3211,1171.1711,1813.85
2012/2/6,2504.322,140.2135,1171.5911,1787.2932
2012/2/7,2457.954,140.1893,1171.7897,1783.7523
2012/2/8,2528.236,139.9819,1171.9565,1809.1962
2012/2/9,2529.231,139.7149,1172.1233,1796.1961
2012/2/10,2533.624,139.8318,1172.2816,1786.1298
2012/2/13,2531.981,140.0435,1172.7072,1783.3982
2012/2/14,2522.107,140.0503,1172.8749,1771.9662
2012/2/15,2549.607,139.989,1173.035,1781.476
2012/2/16,2536.074,139.903,1173.1925,1774.546
2012/2/17,2537.086,139.8319,1173.3502,1787.3438
2012/2/20,2540.706,140.0653,1173.7831,1789.3166
2012/2/21,2562.453,140.0318,1173.9415,1798.7253
2012/2/22,2597.476,139.9607,1174.0918,1812.0289
2012/2/23,2606.256,139.9551,1174.2483,1833.6284
2012/2/24,2648.017,139.9913,1174.4198,1832.3132
2012/2/27,2656.573,139.8673,1174.8715,1825.5855
2012/2/28,2662.463,139.835,1175.0607,1830.391
2012/2/29,2634.143,139.8814,1175.2378,1845.0604
2012/3/1,2633.345,139.8651,1175.3911,1769.5888
2012/3/2,2679.934,139.8434,1175.5414,1772.9273
2012/3/5,2662.698,139.8484,1175.9642,1764.4797
2012/3/6,2621.052,139.8658,1176.1113,1754.0594
2012/3/7,2603.005,139.9814,1176.2609,1726.3392
2012/3/8,2635.791,140.0495,1176.3985,1743.1838
2012/3/9,2664.302,140.1055,1176.5348,1758.6626
2012/3/12,2654.402,140.2228,1176.934,1760.1295
2012/3/13,2681.073,140.2119,1177.0766,1758.0555
2012/3/14,2605.106,140.1946,1177.2165,1726.8956
2012/3/15,2585.546,140.1405,1177.36,1706.5102
2012/3/16,2623.52,140.124,1177.4992,1723.4053
2012/3/19,2630.013,140.1867,1177.9091,1724.5182
2012/3/20,2584.445,140.1392,1178.0513,1712.378
2012/3/21,2587.793,140.0754,1178.1875,1712.7826
2012/3/22,2583.747,140.0933,1178.3258,1709.697
2012/3/23,2552.94,140.1375,1178.4566,1705.7514
2012/3/26,2555.442,140.1785,1178.8626,1723.81
2012/3/27,2547.143,140.184,1179.0282,1749.4056
2012/3/28,2474.9,140.2362,1179.2279,1731.9541
2012/3/29,2443.122,140.3643,1179.4085,1719.7127
2012/3/30,2454.899,140.425,1179.5921,1720.8761
2012/4/5,2512.832,140.4435,1180.4692,1685.366
2012/4/6,2519.83,140.4531,1180.6,1691.5373
2012/4/9,2495.146,140.4571,1180.9777,1701.7553
2012/4/10,2519.788,140.3916,1181.1249,1707.8659
2012/4/11,2520.036,140.4108,1181.2553,1719.6621
2012/4/12,2570.436,140.3899,1181.386,1716.4652
2012/4/13,2580.454,140.3898,1181.5115,1732.8949
2012/4/16,2574.044,140.3951,1181.8987,1698.6191
2012/4/17,2541.883,140.3778,1182.0322,1701.1483
2012/4/18,2599.908,140.3489,1182.173,1712.0745
2012/4/19,2596.056,140.3457,1182.304,1699.5802
2012/4/20,2626.839,140.3664,1182.4349,1701.1483
2012/4/23,2606.038,140.4448,1182.8312,1699.1755
2012/4/24,2604.866,140.519,1182.9688,1694.8252
2012/4/25,2625.99,140.5244,1183.1063,1700.6424
2012/4/26,2631.487,140.5464,1183.2456,1709.8993
2012/4/27,2626.157,140.5616,1183.385,1710.8604
2012/5/2,2683.487,140.6461,1184.0373,1710.5063
2012/5/3,2691.518,140.6365,1184.1677,1699.2766
2012/5/4,2715.879,140.6535,1184.3047,1692.3466
2012/5/7,2717.778,140.7092,1184.6811,1696.0898
2012/5/8,2709.116,140.7127,1184.8059,1687.4399
2012/5/9,2657.514,140.7965,1184.9465,1648.5912
2012/5/10,2657.214,140.9232,1185.0734,1651.0699
2012/5/11,2636.917,141.1616,1185.2055,1639.739
2012/5/14,2615.534,141.6235,1185.5732,1633.3148
2012/5/15,2617.374,142.0907,1185.7178,1613.1823
2012/5/16,2574.647,142.4438,1185.8706,1588.1936
2012/5/17,2613.942,142.303,1185.9904,1610.299
2012/5/18,2573.976,142.4954,1186.1256,1634.8323
2012/5/21,2587.231,142.4936,1186.48,1656.7859
2012/5/22,2627.525,142.5504,1186.6031,1645.3033
2012/5/23,2616.869,142.5598,1186.7426,1618.7971
2012/5/24,2595.26,142.9183,1186.8942,1625.7777
2012/5/25,2573.103,143.2759,1187.0349,1627.4976
2012/5/28,2614.689,143.1907,1187.4004,1650.564
2012/5/29,2650.854,143.1343,1187.5418,1646.5173
2012/5/30,2642.258,143.0391,1187.7079,1617.9878
2012/5/31,2632.042,143.1827,1187.8575,1633.8712
2012/6/1,2632.998,143.1782,1188.0052,1631.9996
2012/6/4,2559.026,143.2507,1188.4011,1697.9615
2012/6/5,2558.842,143.1825,1188.5303,1691.3349
2012/6/6,2557.401,143.2182,1188.669,1701.4012
2012/6/7,2542.184,143.3058,1188.7935,1693.0548
2012/6/8,2524.329,143.7159,1188.9254,1643.634
2012/6/11,2558.265,143.6047,1189.2802,1668.5214
2012/6/12,2540.178,143.5438,1189.4211,1660.8832
2012/6/13,2580.636,143.4333,1189.5549,1682.4321
2012/6/14,2560.421,143.3642,1189.6718,1687.5411
2012/6/15,2568.054,143.4216,1189.784,1695.8875
2012/6/18,2581.212,143.335,1190.1129,1686.9847
2012/6/19,2558.621,143.3078,1190.2249,1697.1015
2012/6/20,2552.611,143.2784,1190.343,1686.9341
2012/6/21,2512.185,143.3212,1190.4941,1669.9884
2012/6/25,2456.518,143.4562,1190.949,1644.5951
2012/6/26,2454.915,143.5321,1191.1118,1653.5991
2012/6/27,2447.195,143.7196,1191.3189,1640.6495
2012/6/28,2425.729,143.8364,1191.6616,1645.9608
2012/6/29,2461.612,143.8204,1191.8519,1641.5094
2012/7/2,2465.238,143.8255,1192.2436,1659.6692
2012/7/3,2468.721,143.9202,1192.3655,1678.0313
2012/7/4,2464.919,143.9697,1192.4836,1685.973
2012/7/5,2430.37,144.0012,1192.6247,1688.5022
2012/7/6,2472.614,144.2571,1192.7352,1672.2647
2012/7/9,2416.036,144.4478,1193.0544,1653.5991
2012/7/10,2406.706,144.5477,1193.1607,1655.6224
2012/7/11,2425.572,144.5971,1193.2725,1649.5523
2012/7/12,2449.181,144.6417,1193.3871,1642.4705
2012/7/13,2450.633,144.5781,1193.4947,1651.3228
2012/7/16,2399.731,144.5521,1193.8006,1663.3112
2012/7/17,2414.201,144.5554,1193.913,1667.4592
2012/7/18,2414.335,144.6014,1194.0281,1654.7625
2012/7/19,2424.322,144.5223,1194.1284,1653.852
2012/7/20,2398.455,144.5566,1194.2301,1656.6341
2012/7/23,2365.431,144.596,1194.5295,1649.8053
2012/7/24,2375.992,144.6308,1194.6403,1651.5757
2012/7/25,2360.083,144.6024,1194.7663,1656.5835
2012/7/26,2347.488,144.5732,1194.8729,1683.8484
2012/7/27,2349.108,144.5555,1194.9926,1696.0898
2012/7/30,2335.793,144.5987,1195.2937,1691.7902
2012/7/31,2332.922,144.4771,1195.4002,1697.5062
2012/8/1,2358.651,144.4962,1195.521,1690.1209
2012/8/2,2334.882,144.4673,1195.6179,1676.7667
2012/8/3,2353.737,144.4378,1195.7213,1668.5214
2012/8/6,2385.611,144.3616,1196.014,1683.9496
2012/8/7,2388.873,144.2103,1196.112,1687.8952
2012/8/8,2389.795,144.1038,1196.2197,1682.1792
2012/8/9,2411.7,144.2388,1196.3127,1693.6112
2012/8/10,2399.751,144.3155,1196.4145,1689.5139
2012/8/13,2351.931,144.2099,1196.7061,1699.7319
2012/8/14,2357.016,144.1567,1196.8113,1689.6656
2012/8/15,2331.615,144.0493,1196.9141,1675.0974
2012/8/16,2319.67,144.0041,1197.0127,1677.9301
2012/8/17,2313.476,144.0742,1197.1235,1695.9887
2012/8/20,2301.788,143.9238,1197.4139,1695.2299
2012/8/21,2313.703,143.8483,1197.5183,1701.0977
2012/8/22,2295.586,143.6248,1197.6231,1717.4364
2012/8/23,2302.199,143.6729,1197.7247,1750.1644
2012/8/24,2275.677,143.7847,1197.8268,1744.0943
2012/8/27,2228.204,143.8233,1198.1179,1753.4018
2012/8/28,2238.411,143.7482,1198.2181,1739.1876
2012/8/29,2214.814,143.6793,1198.3375,1747.6858
2012/8/30,2211.37,143.7416,1198.4359,1736.9619
2012/8/31,2204.868,143.6912,1198.5475,1737.0125
2012/9/3,2228.369,143.7915,1198.8605,1768.9817
2012/9/4,2204.407,143.8598,1198.9597,1771.9662
2012/9/5,2199.875,143.8385,1199.0725,1771.258
2012/9/6,2217.823,143.834,1199.176,1783.6006
2012/9/7,2317.179,143.7156,1199.2794,1768.4759
2012/9/10,2326.666,143.5482,1199.5722,1812.0795
2012/9/11,2311.89,143.5164,1199.6754,1809.8032
2012/9/12,2320.071,143.3378,1199.7711,1810.3597
2012/9/13,2298.461,143.2501,1199.8694,1801.4568
2012/9/14,2315.542,143.0402,1199.967,1847.2862
2012/9/17,2258.705,142.8821,1200.2559,1843.29
2012/9/18,2235.239,143.1131,1200.3654,1830.4922
2012/9/19,2246.236,143.088,1200.465,1848.399
2012/9/20,2195.951,143.1123,1200.5682,1830.7451
2012/9/21,2199.063,143.1161,1200.6699,1839.5973
2012/9/24,2215.516,143.2382,1200.973,1821.6399
2012/9/25,2210.154,143.4055,1201.1084,1825.3832
2012/9/26,2184.891,143.6347,1201.2246,1825.3832
2012/9/27,2251.717,143.7079,1201.3653,1822.601
2012/9/28,2293.106,143.5791,1201.4859,1848.7531
2012/10/8,2270.054,143.5797,1202.5657,1828.0136
2012/10/9,2320.157,143.5196,1202.6904,1830.1381
2012/10/10,2324.117,143.5269,1202.8031,1821.6298
2012/10/11,2302.533,143.6245,1202.9185,1824.7256
2012/10/12,2304.531,143.7241,1203.0469,1829.7334
2012/10/15,2294.857,143.864,1203.3673,1805.4429
2012/10/16,2298.162,143.8813,1203.4908,1806.3129
2012/10/17,2300.803,143.8227,1203.5948,1815.9745
2012/10/18,2336.077,143.7844,1203.706,1813.4453
2012/10/19,2332.47,143.8147,1203.8183,1795.7408
2012/10/22,2341.592,143.7801,1204.1389,1788.1532
2012/10/23,2312.077,143.7744,1204.259,1785.6745
2012/10/24,2307.779,143.7759,1204.3853,1775.4565
2012/10/25,2291.239,143.7046,1204.5007,1779.4021
2012/10/26,2247.907,143.6768,1204.6058,1766.4019
2012/10/29,2235.854,143.744,1204.9201,1774.7989
2012/10/30,2239.882,143.7615,1205.0356,1768.5265
2012/10/31,2254.82,143.7952,1205.1575,1769.8923
2012/11/1,2297.884,143.7135,1205.2725,1780.5655
2012/11/2,2306.774,143.7104,1205.4069,1759.826
2012/11/5,2301.88,143.7423,1205.7408,1730.0825
2012/11/6,2292.206,143.7231,1205.85,1739.5923
2012/11/7,2287.505,143.7213,1205.9595,1780.4644
2012/11/8,2245.405,143.7059,1206.0655,1773.8884
2012/11/9,2240.924,143.7365,1206.185,1793.4139
2012/11/12,2251.848,143.7744,1206.501,1789.7719
2012/11/13,2212.44,143.8146,1206.6087,1778.1881
2012/11/14,2223.11,143.8735,1206.7218,1782.4877
2012/11/15,2193.623,143.8483,1206.8334,1776.7717
2012/11/16,2177.24,144.0118,1206.9567,1765.1373
2012/11/19,2174.985,144.156,1207.2886,1777.1764
2012/11/20,2164.881,144.168,1207.4068,1786.8886
2012/11/21,2194.896,144.1427,1207.513,1778.2892
2012/11/22,2177.546,144.08,1207.6349,1783.8029
2012/11/23,2192.676,144.0888,1207.7461,1788.1532
2012/11/26,2175.599,144.0875,1208.0661,1804.9977
2012/11/27,2150.638,144.0677,1208.1797,1803.5814
2012/11/28,2129.161,144.0804,1208.2943,1791.5929
2012/11/29,2115.676,144.0856,1208.4086,1770.044
2012/11/30,2139.661,144.0845,1208.5302,1780.9702
2012/12/3,2108.85,144.1076,1208.8597,1766.9078
2012/12/4,2131.473,144.0507,1208.9824,1747.8375
2012/12/5,2207.878,144.0385,1209.1056,1752.5924
2012/12/6,2203.602,143.9864,1209.2235,1738.0748
2012/12/7,2246.757,143.9898,1209.3354,1751.6313
2012/12/10,2271.046,144.0275,1209.6683,1756.6392
2012/12/11,2258.5,144.0564,1209.793,1758.7637
2012/12/12,2267.767,144.0855,1209.9175,1762.7093
2012/12/13,2242.635,144.1102,1210.035,1745.106
2012/12/14,2355.865,144.0806,1210.1564,1747.3317
2012/12/17,2366.7,144.1192,1210.5,1739.5417
2012/12/18,2368.12,144.1301,1210.6376,1757.145
2012/12/19,2371.109,144.0911,1210.7598,1729.1719
2012/12/20,2384.816,144.0685,1210.8807,1723.7088
2012/12/21,2372.002,144.0802,1211.0268,1699.2261
2012/12/24,2381.217,144.0866,1211.3921,1713.8449
2012/12/25,2448.395,144.124,1211.5634,1705.9032
2012/12/26,2457.619,144.1569,1211.6937,1706.6114
2012/12/27,2444.594,144.225,1211.857,1709.5452
2012/12/28,2480.049,144.3115,1211.999,1715.8177
2012/12/31,2522.952,144.4101,1212.3747,1721.3314
2013/1/4,2524.409,144.3576,1212.8594,1703.8798
2013/1/7,2535.985,144.4481,1213.22,1712.4791
2013/1/8,2525.33,144.5397,1213.3725,1702.3117
2013/1/9,2526.126,144.6054,1213.5001,1716.4247
2013/1/10,2530.569,144.628,1213.6202,1713.1873
2013/1/11,2483.23,144.5947,1213.737,1726.8956
2013/1/14,2577.725,144.6339,1214.061,1721.6349
2013/1/15,2595.856,144.6492,1214.1843,1724.417
2013/1/16,2577.092,144.6429,1214.2995,1737.5689
2013/1/17,2552.758,144.6906,1214.4135,1732.4599
2013/1/18,2595.439,144.8218,1214.5223,1741.5145
2013/1/21,2610.898,144.8832,1214.8459,1740.4016
2013/1/22,2596.898,144.9708,1214.9632,1747.6858
2013/1/23,2607.456,145.0169,1215.0951,1744.1955
2013/1/24,2582.755,145.0237,1215.218,1728.6155
2013/1/25,2571.674,145.0685,1215.327,1720.3703
