日期,000300.SH,H11001,H11025,AUCI.SHF,.GSPC.NYSE,HSI.HK
2016-07-21,3252.5227,176.2926,1385.83,1439.6277,2165.1699,22000.49
2016-07-22,3225.1621,176.3758,1385.93,1448.227,2175.03,21964.27
2016-07-25,3230.885,176.3973,1386.22,1440.6394,2168.48,21993.44
2016-07-26,3269.5882,176.4095,1386.32,1442.6628,2169.1799,22129.73
2016-07-27,3218.243,176.4471,1386.42,1441.6511,2166.5801,22218.99
2016-07-28,3221.1365,176.5683,1386.52,1463.1494,2170.0601,22174.34
2016-07-29,3203.9304,176.6561,1386.62,1454.0442,2173.6001,21891.37
2016-08-01,3176.8091,176.767,1386.9,1465.1727,2170.8401,22129.14
2016-08-02,3189.0529,176.826,1387.0,1472.7604,2157.03,
2016-08-03,3193.5073,176.9138,1387.09,1480.0951,2163.79,21739.12
2016-08-04,3201.2888,176.9773,1387.18,1465.6786,2164.25,21832.23
2016-08-05,3205.1101,177.0727,1387.28,1483.636,2182.8701,22146.09
2016-08-08,3234.1833,177.2386,1387.56,1452.0208,2180.8899,22494.76
2016-08-09,3256.9813,177.3923,1387.65,1450.7562,2181.74,22465.61
2016-08-10,3243.3409,177.6003,1387.75,1471.4958,2175.49,22492.43
2016-08-11,3233.3604,177.7167,1387.84,1459.3556,2185.79,22580.55
2016-08-12,3294.2337,177.8145,1387.93,1458.091,2184.05,22766.91
2016-08-15,3393.4239,178.1072,1388.2,1455.3088,2190.1499,22932.51
2016-08-16,3378.2451,178.1783,1388.29,1461.8848,2178.1499,22910.84
2016-08-17,3373.0476,178.0476,1388.4,1454.803,2182.22,22799.78
2016-08-18,3364.4851,178.0376,1388.49,1463.4023,2187.02,23023.16
2016-08-19,3365.0197,177.9866,1388.59,1463.4023,2183.8701,22937.22
2016-08-22,3336.7949,177.9863,1388.86,1450.2504,2182.6399,22997.91
2016-08-23,3341.8298,178.0007,1388.96,1453.0325,2186.8999,22998.93
2016-08-24,3329.8631,177.8611,1389.05,1453.7913,2175.4399,22820.78
2016-08-25,3308.9721,177.8769,1389.15,1440.3865,2172.47,22814.95
2016-08-26,3307.0902,177.8777,1389.25,1440.6394,2169.04,22909.54
2016-08-29,3307.7812,177.9522,1389.52,1436.0868,2180.3799,22821.34
2016-08-30,3311.9872,177.8754,1389.62,1439.8806,2176.1201,23016.11
2016-08-31,3327.7938,177.8453,1389.71,1433.5576,2170.95,22976.88
2016-09-01,3301.5767,177.8523,1389.8,1430.2696,2170.8601,23162.34
2016-09-02,3314.1142,177.9186,1389.89,1432.293,2179.98,23266.7
2016-09-05,3319.6803,177.9175,1390.16,1449.9975,,23649.55
2016-09-06,3342.6259,177.8997,1390.25,1451.515,2186.48,23787.68
2016-09-07,3340.8172,177.8803,1390.34,1471.2429,2186.1599,23741.81
2016-09-08,3339.564,177.9247,1390.43,1469.2195,2181.3,23919.34
2016-09-09,3318.044,177.9919,1390.53,1460.1143,2127.8101,24099.7
2016-09-12,3262.6043,177.9655,1390.81,1454.2971,2159.04,23290.6
2016-09-13,3260.333,178.0167,1390.9,1454.0442,2127.02,23215.76
2016-09-14,3238.7299,178.0891,1391.0,1446.7095,2125.77,23190.64
2016-09-19,3263.1242,178.2189,1391.45,1439.3748,2139.1201,23550.45
2016-09-20,3257.4034,178.2875,1391.55,1440.8923,2139.76,23530.86
2016-09-21,3266.6363,178.3034,1391.64,1443.4215,2163.1201,23669.9
2016-09-22,3291.1211,178.3822,1391.74,1455.3088,2177.1799,23759.8
2016-09-23,3275.6665,178.4914,1391.85,1457.5851,2164.6899,23686.48
2016-09-26,3220.2838,178.6553,1392.14,1457.3322,2146.1001,23317.92
2016-09-27,3240.7546,178.695,1392.24,1455.3088,2159.9299,23571.9
2016-09-28,3230.8904,178.7019,1392.35,1443.9274,2171.3701,23619.65
2016-09-29,3244.3874,178.7443,1392.46,1440.3865,2151.1299,23739.47
2016-09-30,3253.2848,178.7931,1392.55,1443.1686,2168.27,23297.15
2016-10-10,3293.8689,179.193,1393.49,1388.2341,2163.6599,
2016-10-11,3306.5573,179.2775,1393.59,1390.2575,2136.73,23549.52
2016-10-12,3300.0099,179.255,1393.68,1388.9929,2139.1799,23407.05
2016-10-13,3302.6455,179.29,1393.78,1396.5299,2132.55,23031.3
2016-10-14,3305.8481,179.4169,1393.88,1394.8606,2132.98,23233.31
2016-10-17,3277.8787,179.5359,1394.16,1396.884,2126.5,23037.54
2016-10-18,3321.3324,179.5783,1394.26,1404.7246,2139.6001,23394.39
2016-10-19,3316.2407,179.6627,1394.35,1404.7246,2144.29,23304.97
2016-10-20,3318.6044,179.8703,1394.44,1414.8414,2141.3401,23374.4
2016-10-21,3327.74,179.9529,1394.54,1409.783,2141.1599,
2016-10-24,3367.5778,179.9714,1394.83,1414.3356,2151.3301,23604.08
2016-10-25,3367.4547,179.9093,1394.92,1418.6352,2143.1599,23565.11
2016-10-26,3354.8003,179.7437,1395.02,1424.4524,2139.4299,23325.43
2016-10-27,3345.695,179.7025,1395.12,1419.8998,2133.04,23132.35
2016-10-28,3340.1262,179.7716,1395.22,1420.6586,2126.4099,22954.81
2016-10-31,3336.2778,179.7315,1395.5,1426.9816,2126.1499,22934.54
2016-11-01,3359.0515,179.6587,1395.61,1432.0401,2111.72,23147.07
2016-11-02,3333.3524,179.693,1395.7,1445.9507,2097.9399,22810.5
2016-11-03,3365.085,179.729,1395.8,1449.9975,2088.6599,22683.51
2016-11-04,3354.1749,179.7371,1395.89,1440.8923,2085.1799,22642.62
2016-11-07,3356.5916,179.7382,1396.17,1438.8689,2131.52,22801.4
2016-11-08,3371.1177,179.6619,1396.26,1437.3514,2139.5601,22909.47
2016-11-09,3353.0547,179.6327,1396.36,1475.2896,2163.26,22415.19
2016-11-10,3390.6119,179.5449,1396.45,1447.4683,2167.48,22839.11
2016-11-11,3417.2211,179.4086,1396.55,1425.2112,2164.45,22531.09
2016-11-14,3430.2482,179.2859,1396.83,1380.6971,2164.2,22222.22
2016-11-15,3429.8697,179.0521,1396.91,1395.8723,2180.3899,22323.91
2016-11-16,3429.5921,178.9013,1397.01,1401.4366,2176.9399,22280.53
2016-11-17,3436.535,178.7007,1397.1,1398.6545,2187.1201,22262.88
2016-11-18,3417.4554,178.5181,1397.2,1383.2263,2181.8999,22344.21
2016-11-21,3441.1106,178.5545,1397.47,1393.849,2198.1799,22357.78
2016-11-22,3468.3637,178.5998,1397.57,1397.3899,2202.9399,22678.07
2016-11-23,3474.7289,178.6571,1397.67,1399.1603,2204.72,22676.69
2016-11-24,3488.7402,178.7283,1397.76,1384.4909,,22608.49
2016-11-25,3521.2984,178.6983,1397.86,1372.8565,2213.3501,22723.45
2016-11-28,3535.0807,178.7419,1398.14,1384.9967,2201.72,22830.57
2016-11-29,3564.0404,178.6287,1398.23,1379.6854,2204.6599,22737.07
2016-11-30,3538.001,178.2907,1398.33,1371.086,2198.8101,22789.77
2016-12-01,3565.036,178.0235,1398.42,1361.9809,2191.0801,22878.23
2016-12-02,3528.9547,177.7082,1398.52,1359.9575,2191.95,22564.82
2016-12-05,3469.4073,177.6553,1398.81,1359.4517,2204.71,22505.55
2016-12-06,3459.1533,177.2563,1398.9,1356.4166,2212.23,22675.15
2016-12-07,3475.7473,176.9444,1398.99,1354.1403,2241.3501,22800.92
2016-12-08,3470.1426,177.0175,1399.09,1364.5101,2246.1899,22861.84
2016-12-09,3493.7004,177.0334,1399.19,1363.2455,2259.53,22760.98
2016-12-12,3409.1794,176.795,1399.48,1355.4049,2256.96,22433.02
2016-12-13,3405.0355,176.3165,1399.58,1356.6695,2271.72,22446.7
2016-12-14,3378.9453,175.9247,1399.67,1364.0042,2253.28,22456.62
2016-12-15,3340.4338,174.6415,1399.76,1350.3465,2262.03,22059.4
2016-12-16,3346.0305,174.4493,1399.86,1342.253,2258.0701,22020.75
2016-12-19,3328.9827,174.0716,1400.17,1348.5761,2262.53,21832.68
2016-12-20,3309.0641,173.6239,1400.27,1341.7472,2270.76,21729.06
2016-12-21,3338.536,173.8559,1400.38,1339.7238,2265.1799,21809.8
2016-12-22,3335.672,174.2874,1400.49,1331.8833,2260.96,21636.2
2016-12-23,3307.5991,174.6612,1400.62,1333.1479,2263.79,21574.76
2016-12-26,3322.4006,174.9096,1400.99,1339.218,,
2016-12-27,3316.3852,174.9586,1401.12,1346.0468,2268.8799,
2016-12-28,3301.8887,174.9664,1401.25,1352.117,2249.9199,21754.74
2016-12-29,3297.7648,175.2018,1401.39,1359.4517,2249.26,21790.91
2016-12-30,3310.0808,175.5946,1401.53,1372.6036,2238.8301,22000.56
2017-01-03,3342.2272,175.6287,1402.06,1364.5101,2257.8301,22150.4
2017-01-04,3368.3117,175.5388,1402.18,1367.7981,2270.75,22134.47
2017-01-05,3367.7892,175.4094,1402.29,1363.25,2269.0,22456.69
2017-01-06,3347.6665,175.5081,1402.41,1359.96,2276.98,22503.01
2017-01-09,3363.9014,175.6175,1402.77,1364.51,2268.8999,22558.69
2017-01-10,3358.2716,175.8094,1402.88,1373.36,2268.8999,22744.85
2017-01-11,3334.4954,175.7809,1403.0,1375.13,2275.3201,22935.35
2017-01-12,3317.6241,175.8369,1403.12,1377.16,2270.4399,22829.02
2017-01-13,3319.9122,175.8986,1403.23,1372.1,2274.6399,22937.38
2017-01-16,3319.4455,175.927,1403.59,1380.7,,22718.15
2017-01-17,3326.3563,175.6455,1403.7,1389.04,2267.8899,22840.97
2017-01-18,3339.3653,175.5548,1403.83,1383.48,2271.8899,23098.26
2017-01-19,3329.2891,175.4603,1403.95,1369.32,2263.6899,23049.96
2017-01-20,3354.8891,175.5087,1404.08,1372.86,2271.3101,22885.91
2017-01-23,3364.0808,175.6108,1404.47,1379.69,2265.2,22898.52
2017-01-24,3364.4509,175.6225,1404.6,1377.66,2280.0701,22949.86
2017-01-25,3375.9042,175.2896,1404.73,1363.75,2298.3701,23049.12
2017-01-26,3387.9606,175.204,1404.87,1353.63,2296.6799,23374.17
2017-02-03,3364.4923,175.0574,1405.87,1373.87,2297.4199,23129.21
2017-02-06,3373.2051,174.6539,1406.25,1387.53,2292.5601,23348.24
2017-02-07,3365.6849,174.2813,1406.37,1398.65,2293.0801,23331.57
2017-02-08,3383.2878,174.1131,1406.49,1399.92,2294.6699,23485.13
2017-02-09,3396.2924,174.164,1406.61,1407.25,2307.8701,23525.14
2017-02-10,3413.4868,174.1974,1406.74,1392.33,2316.1001,23574.98
2017-02-13,3436.275,174.2318,1407.11,1398.15,2328.25,23710.98
2017-02-14,3435.8042,174.228,1407.23,1396.13,2337.5801,23703.01
2017-02-15,3421.7131,174.1829,1407.35,1390.81,2349.25,23994.87
2017-02-16,3440.9331,174.2698,1407.48,1397.9,2347.22,24107.7
2017-02-17,3421.4419,174.466,1407.6,1403.46,2351.1599,24033.74
2017-02-20,3471.3926,174.6685,1407.98,1400.42,,24146.08
2017-02-21,3482.823,174.6634,1408.12,1403.71,2365.3799,23963.63
2017-02-22,3489.7567,174.643,1408.25,1402.2,2362.82,24201.96
2017-02-23,3473.3236,174.7725,1408.38,1404.98,2363.81,24114.86
2017-02-24,3473.8517,174.8278,1408.51,1422.18,2367.34,23965.7
2017-02-27,3446.2228,174.9161,1408.91,1427.23,2369.75,23925.05
2017-02-28,3452.8103,174.8964,1409.05,1422.43,2363.64,23740.73
2017-03-01,3458.4376,174.8273,1409.18,1412.06,2395.96,23776.49
2017-03-02,3435.0963,174.709,1409.32,1413.58,2381.92,23728.07
2017-03-03,3427.8628,174.7322,1409.45,1403.21,2383.12,23552.72
2017-03-06,3446.484,174.722,1409.84,1403.46,2375.31,23596.28
2017-03-07,3453.9565,174.7054,1409.98,1398.15,2368.39,23681.07
2017-03-08,3448.7313,174.6005,1410.11,1388.79,2362.98,23782.27
2017-03-09,3426.9438,174.4811,1410.23,1382.21,2364.87,23501.56
2017-03-10,3427.8916,174.4113,1410.37,1371.09,2372.6,23568.67
2017-03-13,3458.098,174.4531,1410.76,1384.24,2373.47,23829.67
2017-03-14,3456.6934,174.5429,1410.89,1377.66,2365.45,23827.95
2017-03-15,3463.6436,174.5643,1411.02,1378.42,2385.26,23792.85
2017-03-16,3481.5066,174.8353,1411.15,1401.94,2381.38,24288.28
2017-03-17,3445.8051,174.8533,1411.29,1401.44,2378.25,24309.93
2017-03-20,3449.6126,174.8194,1411.69,1408.52,2373.47,24501.99
2017-03-21,3466.3468,174.6961,1411.83,1402.95,2344.02,24593.12
2017-03-22,3450.0502,174.731,1412.17,1415.35,2348.45,24320.41
2017-03-23,3461.9782,174.7136,1412.31,1415.09,2345.96,24327.7
2017-03-24,3489.5997,174.8533,1412.45,1411.05,2343.98,24358.27
2017-03-27,3478.0385,175.0093,1412.88,1426.48,2341.59,24193.7
2017-03-28,3469.8093,175.0829,1413.0285,1422.43,2358.57,24345.87
2017-03-29,3465.1933,175.0588,1413.1816,1419.39,2361.13,24392.05
2017-03-30,3436.758,175.0124,1413.3299,1419.39,2368.06,24301.09
2017-03-31,3456.0455,175.0148,1413.4823,1409.28,2362.72,24111.59
2017-04-05,3503.8932,175.098,1414.216,1422.68,2352.95,24400.8
2017-04-06,3514.0469,175.0574,1414.3585,1422.68,2357.49,24273.72
2017-04-07,3517.4634,175.1681,1414.502,1434.06,2355.54,24267.3
2017-04-10,3505.1392,175.234,1414.9335,1430.67,2357.16,24262.18
2017-04-11,3517.328,175.2241,1415.0744,1436.34,2353.78,24088.46
2017-04-12,3509.4387,175.2581,1415.2137,1455.06,2344.93,24313.5
2017-04-13,3514.5662,175.2652,1415.3526,1463.66,2328.95,24261.66
2017-04-14,3486.5045,175.2152,1415.4929,1469.22,,
2017-04-17,3479.9417,174.9632,1415.9096,1466.44,2349.01,
2017-04-18,3462.7429,174.7856,1416.0507,1461.38,2342.19,23924.54
2017-04-19,3445.8761,174.7852,1416.1896,1461.13,2338.17,23825.88
2017-04-20,3461.5481,174.6743,1416.3293,1457.59,2355.84,24056.98
2017-04-21,3466.7865,174.5577,1416.4747,1457.59,2348.69,24042.02
2017-04-24,3431.2587,174.3488,1416.8985,1448.73,2374.15,24139.48
2017-04-25,3440.9743,174.2829,1417.0439,1448.23,2388.61,24455.94
2017-04-26,3445.1832,174.2706,1417.1879,1442.16,2387.45,24578.43
2017-04-27,3446.7202,174.2671,1417.3333,1444.69,2388.77,24698.48
2017-04-28,3439.753,174.3043,1417.4871,1447.72,2384.2,24615.13
2017-05-02,3426.5766,174.3082,1418.0687,1436.09,2391.17,24696.13
2017-05-03,3413.1282,174.1298,1418.2156,1433.05,2388.13,
2017-05-04,3404.3864,173.9514,1418.3599,1414.59,2389.52,24683.881
2017-05-05,3382.5502,173.8041,1418.5041,1410.29,2399.29,24476.35
2017-05-08,3358.8125,173.6663,1418.937,1408.77,2399.38,24577.91
2017-05-09,3352.5324,173.4445,1419.0792,1408.52,2396.92,24889.031
2017-05-10,3337.7007,173.1448,1419.2219,1401.44,2399.63,25015.42
2017-05-11,3356.6459,172.9911,1419.3638,1402.95,2394.44,25125.551
2017-05-12,3385.3787,172.9242,1419.5101,1406.75,2390.9,25156.34
2017-05-15,3399.1937,172.9856,1419.9415,1413.32,2402.32,25371.59
2017-05-16,3428.6491,172.9421,1420.0847,1416.36,2400.67,25335.939
2017-05-17,3409.9656,172.8827,1420.2283,1421.16,2357.03,25293.631
2017-05-18,3398.1127,172.9161,1420.3724,1432.8,2365.72,25136.52
2017-05-19,3403.8492,172.8696,1420.5224,1429.76,2381.73,25174.87
2017-05-22,3411.2387,172.8575,1420.8157,1433.05,2394.02,25391.34
2017-05-23,3424.194,172.8316,1420.9632,1442.66,2398.42,25403.15
2017-05-24,3424.1669,172.8723,1421.1089,1425.72,2404.39,25428.5
2017-05-25,3485.6581,172.9378,1421.255,1433.05,2415.07,25630.78
2017-05-26,3480.4345,172.9642,1421.4081,1433.3,2415.82,25639.27
2017-05-31,3492.8845,173.1621,1421.8474,1424.71,2411.8,25660.65
2017-06-01,3497.7382,173.2157,1421.9971,1425.72,2430.06,25809.22
2017-06-02,3486.5074,173.228,1422.1506,1420.66,2439.07,25924.05
2017-06-05,3468.7538,173.3275,1422.4373,1439.37,2436.1,25862.99
2017-06-06,3492.8816,173.3482,1422.5856,1448.23,2429.33,25997.14
2017-06-07,3533.8718,173.3517,1422.7365,1449.74,2433.14,25974.16
2017-06-08,3560.9786,173.3732,1422.8849,1445.44,2433.79,26063.06
2017-06-09,3576.1703,173.4469,1423.0396,1429.01,2431.77,26030.29
2017-06-12,3574.3894,173.6753,1423.3259,1421.67,2429.39,25708.04
2017-06-13,3582.2674,173.9054,1423.4819,1422.18,2440.35,25852.1
2017-06-14,3535.2987,174.0528,1423.6393,1424.96,2437.92,25875.9
2017-06-15,3528.7926,174.1945,1423.7975,1415.6,2432.46,25565.34
2017-06-16,3518.7611,174.2474,1423.9603,1413.07,2433.15,25626.49
2017-06-19,3553.6653,174.5057,1424.434,1410.54,2453.46,25924.55
2017-06-20,3546.494,174.7399,1424.5965,1407.51,2437.03,25843.04
2017-06-21,3587.955,174.7971,1424.7588,1407.0,2435.61,25694.58
2017-06-22,3590.3425,174.7709,1424.919,1415.85,2434.5,25674.53
2017-06-23,3622.8831,174.7166,1425.0878,1418.64,2438.3,25670.05
2017-06-26,3668.0919,174.9132,1425.5714,1419.39,2439.07,25871.89
2017-06-27,3674.7152,175.1111,1425.7409,1413.32,2419.38,25839.99
2017-06-28,3646.1666,175.1604,1425.9094,1410.04,2440.69,25683.5
2017-06-29,3668.8279,175.2302,1426.0771,1407.0,2419.7,25965.42
2017-06-30,3666.7977,175.245,1426.2485,1393.6,2423.41,25764.58
2017-07-03,3650.8463,175.2358,1426.7265,1389.04,2429.01,25784.17
2017-07-04,3619.9841,175.1968,1426.889,1378.93,,25389.01
2017-07-05,3659.6795,175.2441,1427.0509,1377.91,2432.54,25521.97
2017-07-06,3660.0967,175.4039,1427.2103,1380.19,2409.75,25465.22
2017-07-07,3655.9293,175.4235,1427.3713,1376.9,2425.18,25340.85
2017-07-10,3653.6868,175.4961,1427.8409,1359.7,2427.43,25500.06
2017-07-11,3670.8086,175.5279,1427.9985,1365.77,2425.53,25877.64
2017-07-12,3658.8236,175.6091,1428.1546,1370.83,2443.25,26043.64
2017-07-13,3686.9205,175.6835,1428.3105,1374.63,2447.83,26346.17
2017-07-14,3703.094,175.7186,1428.4721,1369.06,2459.27,26389.23
2017-07-17,3663.5575,175.8538,1428.94,1380.95,2459.14,26470.58
2017-07-18,3667.1807,175.7703,1429.0998,1384.49,2460.61,26524.94
2017-07-19,3729.7466,175.7799,1429.258,1386.26,2473.83,26672.16
2017-07-20,3747.8843,175.8566,1429.417,1387.02,2473.45,26740.21
2017-07-21,3728.5976,175.861,1429.5775,1395.11,2472.54,26706.09
2017-07-24,3743.4686,175.8979,1430.0484,1398.4,2469.91,26846.83
2017-07-25,3719.559,175.8449,1430.209,1400.17,2477.13,26852.05
2017-07-26,3705.3884,175.7679,1430.3688,1388.03,2477.83,26941.02
2017-07-27,3712.1947,175.7532,1430.527,1404.22,2475.42,27131.17
2017-07-28,3721.8914,175.7822,1430.6924,1402.45,2472.1,26979.39
2017-07-31,3737.8732,175.7885,1431.1578,1406.5,2470.3,27323.99
2017-08-01,3770.3828,175.7174,1431.3145,1406.24,2476.35,27540.23
2017-08-02,3760.8525,175.7248,1431.4724,1405.99,2477.57,27607.38
2017-08-03,3727.8264,175.7504,1431.6306,1400.68,2472.16,27531.01
2017-08-04,3707.5796,175.7916,1431.7897,1408.52,2476.83,27562.68
2017-08-07,3726.7948,175.712,1432.2509,1395.87,2480.91,27690.36
2017-08-08,3732.2129,175.6179,1432.4077,1394.61,2474.92,27854.91
2017-08-09,3731.044,175.5693,1432.5619,1398.4,2474.02,27757.09
2017-08-10,3715.9208,175.5983,1432.7155,1408.52,2438.21,27444.0
2017-08-11,3647.3503,175.6895,1432.8722,1415.6,2441.32,26883.51
2017-08-14,3694.6831,175.8373,1433.3284,1415.09,2465.84,27250.23
2017-08-15,3706.0566,175.8977,1433.4818,1405.48,2464.61,27174.96
2017-08-16,3701.4207,175.8676,1433.6363,1400.93,2468.11,27409.07
2017-08-17,3721.277,175.8298,1433.7973,1416.11,2430.01,27344.22
2017-08-18,3724.6748,175.8129,1433.9567,1418.89,2425.55,27047.57
2017-08-21,3740.9941,175.7618,1434.4276,1414.84,2428.37,27154.68
2017-08-22,3752.298,175.6847,1434.5875,1411.81,2452.51,27401.67
2017-08-23,3756.0884,175.6866,1434.746,1412.06,2444.04,
2017-08-24,3734.6458,175.606,1434.9035,1412.57,2438.97,27518.6
2017-08-25,3795.7544,175.5196,1435.0647,1411.55,2443.05,27848.16
2017-08-28,3842.7119,175.4728,1435.5366,1418.64,2444.24,27863.29
2017-08-29,3834.5376,175.4441,1435.6951,1435.58,2446.3,27765.01
2017-08-30,3834.3005,175.4255,1435.855,1418.13,2457.59,28094.61
2017-08-31,3822.0928,175.4331,1436.0135,1415.85,2471.65,27970.3
2017-09-01,3830.5383,175.4423,1436.1785,1425.46,2476.55,27953.16
2017-09-04,3845.6163,175.4629,1436.652,1437.6,,27740.26
2017-09-05,3857.0464,175.4169,1436.8117,1434.82,2457.85,27741.35
2017-09-06,3849.4499,175.4407,1436.9696,1437.1,2465.54,27613.76
2017-09-07,3829.8713,175.5379,1437.1271,1431.79,2465.1,27522.92
2017-09-08,3825.9895,175.6954,1437.2872,1435.08,2461.43,27668.47
2017-09-11,3825.6453,175.7909,1437.7596,1428.5,2488.11,27955.13
2017-09-12,3837.9341,175.7981,1437.9189,1421.92,2496.48,27972.24
2017-09-13,3842.6061,175.7938,1438.0789,1423.95,2498.37,27894.08
2017-09-14,3829.9554,175.8859,1438.2403,1422.18,2495.62,27777.2
2017-09-15,3831.2965,175.9411,1438.403,1428.75,2500.23,27807.59
2017-09-18,3843.1428,175.9662,1438.8729,1415.6,2503.87,28159.77
2017-09-19,3832.1161,175.9691,1439.0315,1415.35,2506.65,28051.41
2017-09-20,3842.4353,175.9695,1439.19,1416.61,2508.24,28127.8
2017-09-21,3837.8176,175.9951,1439.3496,1403.71,2500.6,28110.33
2017-09-22,3837.7304,176.003,1439.5131,1405.99,2502.22,27880.53
2017-09-25,3817.7915,176.1566,1439.9869,1404.22,2496.66,27500.34
2017-09-26,3820.7816,176.1805,1440.1477,1425.46,2496.84,27513.01
2017-09-27,3821.2,176.1498,1440.3071,1412.31,2507.04,27642.43
2017-09-28,3822.5386,176.1806,1440.4686,1404.72,2510.06,27421.6
2017-09-29,3836.5013,176.2239,1440.6406,1410.79,2519.36,27554.3
2017-10-09,3882.2076,176.3784,1442.2246,1399.92,2544.73,28326.59
2017-10-10,3889.8637,176.3528,1442.3868,1403.0,2550.64,28490.83
2017-10-11,3902.6868,176.3763,1442.5473,1403.92,2555.24,28389.57
2017-10-12,3912.9536,176.3504,1442.7072,1412.92,2550.93,28459.03
2017-10-13,3921.0017,176.3431,1442.8667,1417.17,2553.17,28476.43
2017-10-16,3913.4462,176.2299,1443.3362,1427.74,2557.64,28692.8
2017-10-17,3913.0688,176.0694,1443.4953,1418.64,2559.36,28697.49
2017-10-18,3944.1626,176.0707,1443.6523,1413.07,2561.26,28711.76
2017-10-19,3931.2495,176.142,1443.808,1411.05,2562.1,28159.09
2017-10-20,3926.852,176.1837,1443.9659,1412.06,2575.21,28487.24
2017-10-23,3930.7981,176.2362,1444.4265,1406.24,2564.98,28305.88
2017-10-24,3959.3953,176.2606,1444.5834,1412.57,2569.13,28154.97
2017-10-25,3976.949,176.1498,1444.7393,1406.24,2557.15,28302.89
2017-10-26,3993.5752,176.0628,1444.8952,1413.83,2560.4,28202.38
2017-10-27,4021.9676,175.9497,1445.0532,1403.97,2581.07,28438.85
2017-10-30,4009.7218,175.6354,1445.5182,1406.24,2572.83,28336.19
2017-10-31,4006.7179,175.5155,1445.6749,1409.02,2575.26,28245.54
2017-11-01,3996.6221,175.5953,1445.8329,1406.75,2579.36,28594.06
2017-11-02,3997.1343,175.6098,1445.9918,1407.25,2579.85,28518.64
2017-11-03,3992.6979,175.594,1446.1513,1407.25,2587.84,28603.61
2017-11-06,4020.8896,175.6669,1446.6171,1403.97,2591.13,28596.8
2017-11-07,4054.2465,175.5995,1446.7737,1410.79,2590.64,28994.34
2017-11-08,4048.0057,175.5331,1446.9285,1411.05,2594.38,28907.6
2017-11-09,4075.8998,175.495,1447.0846,1416.11,2584.62,29136.57
2017-11-10,4111.9112,175.4733,1447.2424,1420.66,2582.3,29120.92
2017-11-13,4128.0733,175.3135,1447.7069,1414.59,2584.84,29182.18
2017-11-14,4099.351,175.0877,1447.8625,1412.82,2578.87,29152.12
2017-11-15,4073.6696,175.0305,1448.0197,1415.35,2564.62,28851.69
2017-11-16,4105.0122,175.0113,1448.1769,1412.06,2585.64,29018.76
2017-11-17,4120.8508,175.0417,1448.3389,1416.86,2578.85,29199.04
2017-11-20,4143.8334,175.0441,1448.8135,1424.71,2582.14,29260.31
2017-11-21,4217.7015,174.9716,1448.9766,1415.85,2599.03,29818.07
2017-11-22,4227.5666,174.7593,1449.1362,1416.11,2597.08,30003.49
2017-11-23,4102.3966,174.4804,1449.2961,1416.86,,29707.94
2017-11-24,4104.2034,174.4923,1449.4593,1418.64,2602.42,29866.32
2017-11-27,4049.9475,174.548,1449.9397,1418.64,2601.42,29686.19
2017-11-28,4055.8235,174.4893,1450.1055,1424.2,2627.04,29680.85
2017-11-29,4053.7529,174.5015,1450.2671,1425.21,2626.07,29623.83
2017-11-30,4006.0993,174.5573,1450.4296,1414.08,2647.58,29177.35
2017-12-01,3998.1365,174.6363,1450.5953,1404.98,2642.22,29074.24
2017-12-04,4018.8571,174.7573,1451.0866,1403.97,2639.44,29138.28
2017-12-05,4040.1704,174.87,1451.2498,1404.72,2629.57,28842.8
2017-12-06,4015.8211,174.9226,1451.4145,1396.38,2629.27,28224.8
2017-12-07,3971.0569,174.9684,1451.5776,1386.77,2636.98,28303.19
2017-12-08,4003.3792,174.973,1451.743,1377.66,2651.5,28639.85
2017-12-11,4069.4997,174.9102,1452.2325,1378.67,2659.99,28965.29
2017-12-12,4016.0163,174.8609,1452.3994,1375.39,2664.11,28793.88
2017-12-13,4050.0927,174.8362,1452.5664,1375.13,2662.85,29222.1
2017-12-14,4026.1516,174.8662,1452.7322,1387.27,2652.01,29166.38
2017-12-15,3980.8558,174.9126,1452.9004,1387.27,2675.81,28848.11
2017-12-18,3985.2914,175.0198,1453.3976,1388.03,2690.16,29050.41
2017-12-19,4035.3294,175.0053,1453.5648,1393.85,2681.47,29253.66
2017-12-20,4030.4898,174.9686,1453.7354,1390.81,2679.25,29234.09
2017-12-21,4067.8485,174.9678,1453.9046,1389.55,2684.57,29367.06
2017-12-22,4054.5984,175.0194,1454.0788,1390.56,2683.34,29578.01
2017-12-25,4041.5401,175.0371,1454.5887,1399.16,,
2017-12-26,4053.6224,175.015,1454.7625,1398.65,2680.5,
2017-12-27,3991.2075,174.9777,1454.9384,1401.94,2682.62,29597.66
2017-12-28,4018.8974,174.9213,1455.1157,1406.5,2687.54,29863.71
2017-12-29,4030.8549,175.0009,1455.2959,1405.23,2673.61,29919.15
2018-01-02,4087.4012,175.1399,1456.0221,1413.32,2695.81,30515.31
2018-01-03,4111.3925,175.1409,1456.2022,1418.13,2713.06,30560.95
2018-01-04,4128.8119,175.1046,1456.3802,1411.3,2723.99,30736.48
2018-01-05,4138.7505,175.1625,1456.5571,1415.6,2743.15,30814.64
2018-01-08,4160.1595,175.2691,1457.0725,1417.37,2747.71,30899.53
2018-01-09,4189.2977,175.317,1457.2464,1419.14,2751.29,31011.41
2018-01-10,4207.8132,175.2984,1457.4182,1416.11,2748.23,31073.72
